Product Name,Brand,Price,Picture,Description,THC content,CBD content,Flower type,Category
FROOT: PINEAPPLE EXPRESS 100MG GUMMIES,FROOT,$12   100.0 milligrams,https://tymber-blaze-products.imgix.net/9bdda013-ed21-42d1-90ff-8b6bb60a211d.jpeg?auto=format&ixlib=react-9.8.1&h=300,"Discover true gustatory bliss with Froot Gummies 100mg Pineapple. These extraordinary froot chews are created only from the most superior quality cannabis oil, carefully infused into Froot, ensuring an incredibly delicious, uniformly dosed chew every time you indulge. Beyond their outstanding flavor, Froot Gummies are also a perfect fit for a variety of dietary needs as they're Vegan, Gluten-free and Dairy-free. No matter the time - day, night, or twilight, spice up your leisure moments with the blissful enjoyment of Froot Gummies. ----------Welcome to Wheelhouse marijuana dispensary located in Port Hueneme, California. Wheelhouse is not your average cannabis store, having been awarded in Ventura County four years in a row by the VC Reporter! Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We carry a variety of consumption styles and sizes including accessories, concentrates, edibles, drinks, tinctures, topicals, vape pens, vape carts, and flower in eighths, quads, half ounces and full ounces. We offer weed delivery, pick-up, and express pick-up through our locker system if you pay ahead online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 100.0MG,,SATIVA,"Edibles, Just In!"
FROOT: ORANGE 100MG GUMMIES,FROOT,$12   100.0 milligrams,https://tymber-blaze-products.imgix.net/a440e397-ecfd-49ac-8bd8-8d3a1605e95c.jpeg?auto=format&ixlib=react-9.8.1&h=300,"Take a walk on the sunny side of Southern California with the Froot Gummies 100mg Orange. This premium product, generously infused with cannabis goodness, is vegan, gluten-free, and non-dairy - they resonate with the spirit of healthy living that our clientele cherish. Every micro bite-sized piece carries a refreshing splash of citrus delight, making the consumption of your preferred cannabis a palatable experience. With 100mg of concentrated cannabis, these Froot Gummies deliver consistent potency that promises quality and authenticity. ----------Welcome to Wheelhouse marijuana dispensary located in Port Hueneme, California. Wheelhouse is not your average cannabis store, having been awarded in Ventura County four years in a row by the VC Reporter! Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We carry a variety of consumption styles and sizes including accessories, concentrates, edibles, drinks, tinctures, topicals, vape pens, vape carts, and flower in eighths, quads, half ounces and full ounces. We offer weed delivery, pick-up, and express pick-up through our locker system if you pay ahead online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 100.0MG,,SATIVA,"Edibles, Just In!"
FROOT: GRAPE APE 100MG GUMMIES,FROOT,$12   100.0 milligrams,https://tymber-blaze-products.imgix.net/57d97394-6f3b-4ce3-9686-78f6f64ae3c0.jpeg?auto=format&ixlib=react-9.8.1&h=300,"Froot's delicious Grape Ape gummy chews are vegan, gluten free and non-dairy! They provide an uplifting high complimented by a full-body buzz that will be sure to send your body into a peaceful dream state. ----------Welcome to Wheelhouse marijuana dispensary located in Port Hueneme, California. Wheelhouse is not your average cannabis store, having been awarded in Ventura County four years in a row by the VC Reporter! Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We carry a variety of consumption styles and sizes including accessories, concentrates, edibles, drinks, tinctures, topicals, vape pens, vape carts, and flower in eighths, quads, half ounces and full ounces. We offer weed delivery, pick-up, and express pick-up through our locker system if you pay ahead online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 100.0MG,,INDICA,"Edibles, Just In!"
FROOT: CHERRY PIE 100MG GUMMIES,FROOT,$12   100.0 milligrams,https://tymber-blaze-products.imgix.net/2f9b9f22-8b1c-442b-9d0d-bcd8e8f30569.jpeg?auto=format&ixlib=react-9.8.1&h=300,"Froot's delicious Cherry Pie gummy chews are vegan gluten free and non-dairy! They provide an uplifting and cerebral high complimented by a full-body buzz allowing you to be relaxed yet productive throughout your day. ----------Welcome to Wheelhouse marijuana dispensary located in Port Hueneme, California. Wheelhouse is not your average cannabis store, having been awarded in Ventura County four years in a row by the VC Reporter! Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We carry a variety of consumption styles and sizes including accessories, concentrates, edibles, drinks, tinctures, topicals, vape pens, vape carts, and flower in eighths, quads, half ounces and full ounces. We offer weed delivery, pick-up, and express pick-up through our locker system if you pay ahead online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 100.0MG,,INDICA,"Edibles, Just In!"
FROOT: BLUE RAZZ DREAM 100MG GUMMIES,FROOT,$12   100.0 milligrams,https://tymber-blaze-products.imgix.net/f340197f-5d44-4a39-a8be-fe7de67fd65a.jpeg?auto=format&ixlib=react-9.8.1&h=300,"Froot Gummies Blue Razz Dream 100Mg is a delicious edible that is perfect for those who prefer a fruity taste. These gummies are made with hybrid cannabis and offer a balanced high that is perfect for any occasion. ----------Welcome to Wheelhouse marijuana dispensary located in Port Hueneme, California. Wheelhouse is not your average cannabis store, having been awarded in Ventura County four years in a row by the VC Reporter! Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We carry a variety of consumption styles and sizes including accessories, concentrates, edibles, drinks, tinctures, topicals, vape pens, vape carts, and flower in eighths, quads, half ounces and full ounces. We offer weed delivery, pick-up, and express pick-up through our locker system if you pay ahead online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 100.0MG,,HYBRID,"Edibles, Just In!"
KIVA: PETRA PINEAPPLE MINTS 100MG,KIVA,$20   100.0 milligrams,https://tymber-blaze-products.imgix.net/64f8c8ec-222a-49b1-ad10-a0e657129c58.jpg?auto=format&ixlib=react-9.8.1&h=300,"Petras Pineapple mints are perfect for the new or casual cannabis user and the seasoned cannabis user looking for a consistent low dose of THC throughout the day. Each morsel tastes like ripe, juicy pineapple and will leave you craving more. ------------------- Welcome to Wheelhouse marijuana dispensary located in Port Hueneme, California. Wheelhouse is not your average cannabis store, having been awarded in Ventura County four years in a row by the VC Reporter! Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We carry a variety of consumption styles and sizes including accessories, concentrates, edibles, drinks, tinctures, topicals, vape pens, vape carts, and flower in eighths, quarters, half ounces and full ounces. We offer weed delivery, pick-up, and express pick-up through our locker system if you pay ahead online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 100.0MG,,HYBRID,"Edibles, Just In!"
KANHA: TRANQUILITY SLEEP GUMMY 1:1:1 (CBN:CBD:THC) 50MG,KANHA,$23   50.0 milligrams,https://tymber-blaze-products.imgix.net/a78827b6-9468-4d42-bc04-626c4b006f96.jpg?auto=format&ixlib=react-9.8.1&h=300,"Kanha 1:1:1 Tranquility CBD Gummies|50mg CBD x 50mg THC x 50mg CBN per bag|Kanha gummies are made with all-natural ingredients coloring and flavoring. Each gummy is infused with the highest quality cannabis oils to provide the most consistent safe experience on the market. Our Blue Raspberry Tranquility gummies are the satisfyingly sweet calm you have been seeking. These 1:1:1 gummies are formulated to give you a restful nights sleep with more sleep-inducing CBN than any other edible and a blend of terpenes and essential oils that provide a relaxing and soothing effect. ----------Welcome to Wheelhouse marijuana dispensary located in Port Hueneme, California. Wheelhouse is not your average cannabis store, having been awarded in Ventura County four years in a row by the VC Reporter! Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We carry a variety of consumption styles and sizes including accessories, concentrates, edibles, drinks, tinctures, topicals, vape pens and carts, and flower in eighths, quarters, half ounces and full ounces. We offer weed delivery, pick-up, and express pick-up through our locker system if you pay ahead online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 50.0MG,CBD: 50.0MG,,Edibles
KANHA: NANO PASSIONFRUIT INDICA 100MG,KANHA,$23   100.0 milligrams,https://tymber-blaze-products.imgix.net/82df2e89-5e63-4f01-bfb9-79230724eca7.jpg?auto=format&ixlib=react-9.8.1&h=300,"Kanha Nano utilizes nanomolecular technology to create the first fast-acting gummies in the industry. We take our award-winning great-tasting gummies and infuse them with cannabinoid particles smaller than a wavelength of light which increases the speed and amount that enters into your bloodstream. Our Passionfruit Paradise gummies are divinely sweet and made with indica terpenes which induce a calm and relaxed state of mind. And with only 5mg of THC per gummy and an average of 10-20 minutes for onset these are the perfect gummy for micro-dosing. ----------Welcome to Wheelhouse marijuana dispensary located in Port Hueneme, California. Wheelhouse is not your average cannabis store, having been awarded in Ventura County four years in a row by the VC Reporter! Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We carry a variety of consumption styles and sizes including accessories, concentrates, edibles, drinks, tinctures, topicals, vape pens, vape carts, and flower in eighths, quads, half ounces and full ounces. We offer weed delivery, pick-up, and express pick-up through our locker system if you pay ahead online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 100.0MG,,INDICA,"Edibles, Just In!"
SUBLIME: KING FUZZIE SATIVA PRE-ROLL 1.5G,SUBLIME,$19   514.0 milligrams,https://tymber-blaze-products.imgix.net/c5874a66-7471-4e6d-b29d-816b790758fb.jpg?auto=format&ixlib=react-9.8.1&h=300,"Bored with the average joint? Try Sublime King Fuzzies. These terpene-enhanced pre-rolls start with premium flower, infused with wax, and then are rolled in kief for a truly potent smoke. The Sativa-dominant pre-rolls are a great way to energize your day. Strain: Super Silver Haze. Super Silver Haze is made by crossing Skunk, Northern Lights, and Haze creates a beautiful, sticky strain that boasts an energetic, long-lasting body high. The uplifting effects are a great for high stress levels or when suffering from a lack of appetite or nausea. ------------------- Welcome to Wheelhouse marijuana dispensary located in Port Hueneme, California. Wheelhouse is not your average cannabis store, having been awarded in Ventura County four years in a row by the VC Reporter! Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We carry a variety of consumption styles and sizes including accessories, concentrates, edibles, drinks, tinctures, topicals, vape pens, vape carts, and flower in eighths, quarters, half ounces and full ounces. We offer weed delivery, pick-up, and express pick-up through our locker system if you pay ahead online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 34.29%,,SATIVA,"Infused Prerolls, Just In!"
SUBLIME: KING FUZZIE HYBRID PRE-ROLL 1.5G,SUBLIME,$19   479.0 milligrams,https://tymber-blaze-products.imgix.net/9373e15c-c306-4a79-963e-4c97a21411e7.jpg?auto=format&ixlib=react-9.8.1&h=300,"Sublimes Fuzzies are infused joints made with top-of-the line flower that are mixed with extract then rolled in oil and kief. They really pack a punch. Strain: Wedding Cake. These Hybrid prerolls have a sweet and floral taste. Theyre perfect for a middle-of-the-road chill thats heavy without being overwhelmingly stony. Wedding Cake also known as Triangle Mints #23 is an indica-dominant hybrid cross between Animal Mints and Triangle Kush. Some people claim it is a cross between Cherry Pie and Girl Scout Cookies. Wedding Cake, also known as ""Triangle Mints #23,"" is a potent type of indica-hybrid weed strain made by crossing Triangle Kush with Animal Mints. Fun fact: In Canada, this strain is known as Pink Cookies. The Wedding Cake strain provides relaxing and euphoric effects that calm the body and mind. This strain yields a rich and tangy flavor profile with undertones of earthy pepper. ------------------- Welcome to Wheelhouse marijuana dispensary located in Port Hueneme, California. Wheelhouse is not your average cannabis store, having been awarded in Ventura County four years in a row by the VC Reporter! Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We carry a variety of consumption styles and sizes including accessories, concentrates, edibles, drinks, tinctures, topicals, vape pens, vape carts, and flower in eighths, quarters, half ounces and full ounces. We offer weed delivery, pick-up, and express pick-up through our locker system if you pay ahead online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 31.91%,,HYBRID,"Infused Prerolls, Just In!"
SUBLIME: MINI FUZZIE SATIVA PRE-ROLL 3PK 2.4G,SUBLIME,$28   822.0 milligrams,https://tymber-blaze-products.imgix.net/4bdd1a61-3adb-4a51-bf7e-dc5d30737bf4.jpg?auto=format&ixlib=react-9.8.1&h=300,"Just big enough for a quick midday refresher Sublime Mini Fuzzies Super Silver Sativa deliver all the potent Sativa-dominant power of their regular Fuzzies in a smaller size. These prerolls are filled with premium Super Silver Haze flower infused with wax and rolled in kief for added potency. Each pack contains three (3) live mini joints. Super Silver Haze is made by crossing Skunk, Northern Lights, and Haze creates a beautiful, sticky strain that boasts an energetic, long-lasting body high. The uplifting effects are a great for high stress levels or when suffering from a lack of appetite or nausea. ------------------- Welcome to Wheelhouse marijuana dispensary located in Port Hueneme, California. Wheelhouse is not your average cannabis store, having been awarded in Ventura County four years in a row by the VC Reporter! Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We carry a variety of consumption styles and sizes including accessories, concentrates, edibles, drinks, tinctures, topicals, vape pens, vape carts, and flower in eighths, quarters, half ounces and full ounces. We offer weed delivery, pick-up, and express pick-up through our locker system if you pay ahead online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 34.3%,,SATIVA,"Infused Prerolls, Just In!"
SUBLIME: KING FUZZIE INDICA PRE-ROLL 1.5G,SUBLIME,$19   386.0 milligrams,https://tymber-blaze-products.imgix.net/a4c2e54f-abc5-4508-a04e-72f336c73f7d.jpg?auto=format&ixlib=react-9.8.1&h=300,"Bored with the average joint? Try Sublime King Fuzzies. These terpene-enhanced pre-rolls start with premium flower, infused with wax, and then are rolled in kief for a truly potent smoke. The Indica-dominant pre-rolls are a good option for when you want to bring it down a level. Strain: OG Kush. OG Kush is the perfect hybrid for any indica or sativa lover. It starts almost as soon as you exhale, filling your brain with an uplifted sense of unfocused happiness and ease. you will find yourself feeling sociable and outgoing, chatting with anyone and everyone around you, although you may fall in and out of fits of the giggles at times. This bud has a classic sour citrusy flavor with hints of woody pine. The aroma is very similar, with a spicy kushy overtone thats accented by sour citrus, woody pine and pungent dank. ------------------- Welcome to Wheelhouse marijuana dispensary located in Port Hueneme, California. Wheelhouse is not your average cannabis store, having been awarded in Ventura County four years in a row by the VC Reporter! Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We carry a variety of consumption styles and sizes including accessories, concentrates, edibles, drinks, tinctures, topicals, vape pens, vape carts, and flower in eighths, quarters, half ounces and full ounces. We offer weed delivery, pick-up, and express pick-up through our locker system if you pay ahead online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 28.56%,,INDICA,"Infused Prerolls, Just In!"
WEEDSY: GREEN APPLE INFUSED MINI PRE ROLL .5G,WEEDSY,$8.75   500.0 milligrams,https://tymber-blaze-products.imgix.net/2ebbd070-9e82-4072-9f41-eb059277b954.jpeg?auto=format&ixlib=react-9.8.1&h=300,"Created for those always on-the-go Weedsy strives to provide top-quality cannabis in teensy portions for a weensy price. Our premium mini pre-rolls contain 0.5 grams of cannabis making them the perfect solution for a one-and-done deal (no sharing required!) A blend of the finest cannabis flower THC distillate and high-quality kief our infused pre-rolls come in a variety of fun and delicious flavors. Green Apple Infused brings you the flavor of a tart, fresh, juicy green apple accompanied by a sweet, mouth-watering undertone! An apple a day to keep the good vibes all day! Green Apple feels like taking that first bite into a crisp and refreshing granny smith apple.it is tart, slightly sour, and packs a one-two punch to keep the vibes rolling all day long.",THC: 37.93%,,HYBRID,Infused Prerolls
JEETER: BABY MAI TAI 2.5G INFUSED PRE ROLL 5 PACK,JEETER,$45   1061.75 milligrams,https://tymber-blaze-products.imgix.net/4ff5bb50-7db2-4c2c-a5f4-fbb8e2d2593f.png?auto=format&ixlib=react-9.8.1&h=300,"The Mai Tai strain is a tropical strain that likely gets its sweet and tangy terpene profile from crossing Maui Waui with Tutti Frutti. However there is some debate over this strain's genetics as some claim it to be the cross between Sunset Sherbet and Purple Punch. Either way when you open up a package of Mai Tai you'll be greeted with notes of citrus and berries combined with hints of fresh damp earth and tropical flowers similar to what the cocktail offers. The taste is similar on the exhale as its flavor becomes even more like its fruity cocktail cousin. ------------------- Welcome to Wheelhouse marijuana dispensary located in Port Hueneme, California. Wheelhouse is not your average cannabis store, having been awarded in Ventura County four years in a row by the VC Reporter! Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We carry a variety of consumption styles and sizes including accessories, concentrates, edibles, drinks, tinctures, topicals, vape pens, vape carts, and flower in eighths, quarters, half ounces and full ounces. We offer weed delivery, pick-up, and express pick-up through our locker system if you pay ahead online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 42.47%,,SATIVA,"Infused Prerolls, Just In!"
SPUTNIK: SATIVA INFUSED PRE-ROLL 1.25G,SPUTNIK,$13   1.25 grams,https://tymber-blaze-products.imgix.net/IMG_8217-1a51b549-6998-4a3d-b2ca-ed2f5ff4be8a.JPG?auto=format&ixlib=react-9.8.1&h=300,"Small but mighty Sputnik took the world by storm as the first satellites launched into orbit in 1957. Sputnik Cannabis embodies the same pioneer spirit to bring you premium cannabis products that will send you flying high into the sky. ------------------- Welcome to Wheelhouse marijuana dispensary located in Port Hueneme, California. Wheelhouse is not your average cannabis store, having been awarded in Ventura County four years in a row by the VC Reporter! Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We carry a variety of consumption styles and sizes including accessories, concentrates, edibles, drinks, tinctures, topicals, vape pens, vape carts, and flower in eighths, quarters, half ounces and full ounces. We offer weed delivery, pick-up, and express pick-up through our locker system if you pay ahead online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 20.5%,,SATIVA,"Infused Prerolls, Just In!"
SPUTNIK: INDICA INFUSED PRE-ROLL 1.25G,SPUTNIK,$13   1.25 grams,https://tymber-blaze-products.imgix.net/IMG_8207-d4b4557c-c4e2-425a-b45f-13b9631f5f40.jpg?auto=format&ixlib=react-9.8.1&h=300,"Small but mighty Sputnik took the world by storm as the first satellites launched into orbit in 1957. Sputnik Cannabis embodies the same pioneer spirit to bring you premium cannabis products that will send you flying high into the sky. ------------------- Welcome to Wheelhouse marijuana dispensary located in Port Hueneme, California. Wheelhouse is not your average cannabis store, having been awarded in Ventura County four years in a row by the VC Reporter! Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We carry a variety of consumption styles and sizes including accessories, concentrates, edibles, drinks, tinctures, topicals, vape pens, vape carts, and flower in eighths, quarters, half ounces and full ounces. We offer weed delivery, pick-up, and express pick-up through our locker system if you pay ahead online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 30.01%,CBD: 0.07%,INDICA,"Infused Prerolls, Just In!"
SPUTNIK: EXOTIC INFUSED PRE-ROLL 1.25G,SPUTNIK,$13   1.25 grams,https://tymber-blaze-products.imgix.net/IMG_8213-205c6304-dcbf-4e3f-9c5c-214f098bdf50.jpg?auto=format&ixlib=react-9.8.1&h=300,"Small but mighty Sputnik took the world by storm as the first satellites launched into orbit in 1957. Sputnik Cannabis embodies the same pioneer spirit to bring you premium cannabis products that will send you flying high into the sky. ------------------- Welcome to Wheelhouse marijuana dispensary located in Port Hueneme, California. Wheelhouse is not your average cannabis store, having been awarded in Ventura County four years in a row by the VC Reporter! Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We carry a variety of consumption styles and sizes including accessories, concentrates, edibles, drinks, tinctures, topicals, vape pens, vape carts, and flower in eighths, quarters, half ounces and full ounces. We offer weed delivery, pick-up, and express pick-up through our locker system if you pay ahead online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 34.58%,,HYBRID,"Infused Prerolls, Just In!"
WEEDSY: BERRIES INFUSED MINI PRE ROLL .5G,WEEDSY,$8.75   500.0 milligrams,https://tymber-blaze-products.imgix.net/5926489d-35b3-495c-b9a0-9f2b6449a358.jpg?auto=format&ixlib=react-9.8.1&h=300,"Created for those always on-the-go Weedsy strives to provide top-quality cannabis in teensy portions for a weensy price. Our premium mini pre-rolls contain 0.5 grams of cannabis making them the perfect solution for a one-and-done deal (no sharing required!) A blend of the finest cannabis flower THC distillate and high-quality kief our infused pre-rolls come in a variety of fun and delicious flavors. You can never go wrong with Berries! A sweet trifecta of strawberry, blueberry, and raspberry infused into distillate-coated exotic indica flower and smothered in kief. Sounds like heaven.",THC: 34.25%,,HYBRID,Infused Prerolls
SPUTNIK: HYBRID INFUSED PRE-ROLL 1.25G,SPUTNIK,$13   1.25 grams,https://tymber-blaze-products.imgix.net/IMG_8210-64a76daa-821f-41c3-ad9f-6be730b936bb.jpg?auto=format&ixlib=react-9.8.1&h=300,"Small but mighty Sputnik took the world by storm as the first satellites launched into orbit in 1957. Sputnik Cannabis embodies the same pioneer spirit to bring you premium cannabis products that will send you flying high into the sky. ------------------- Welcome to Wheelhouse marijuana dispensary located in Port Hueneme, California. Wheelhouse is not your average cannabis store, having been awarded in Ventura County four years in a row by the VC Reporter! Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We carry a variety of consumption styles and sizes including accessories, concentrates, edibles, drinks, tinctures, topicals, vape pens, vape carts, and flower in eighths, quarters, half ounces and full ounces. We offer weed delivery, pick-up, and express pick-up through our locker system if you pay ahead online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 36.04%,CBD: 0.14%,HYBRID,"Infused Prerolls, Just In!"
GALAXY: LIL CHICKEN & WAFFLES DIAMOND SAUCE INFUSED PRE-ROLL 5PK,GALAXY,$45   424.43 milligrams,https://tymber-blaze-products.imgix.net/IMG_8339-Large-2c5eb040-ca18-44ae-82b9-d996c28f8593.jpeg?auto=format&ixlib=react-9.8.1&h=300,"The ""Chicken and Waffles"" cannabis strain is a flavorful hybrid known for its unique combination of sweet and savory aromas and its ability to deliver a balanced set of effects. This strain's name is inspired by the popular Southern comfort food pairing, and it aims to capture the essence of that delightful culinary experience. ------------------- Welcome to Wheelhouse marijuana dispensary located in Port Hueneme, California. Wheelhouse is not your average cannabis store, having been awarded in Ventura County four years in a row by the VC Reporter! Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We carry a variety of consumption styles and sizes including accessories, concentrates, edibles, drinks, tinctures, topicals, vape pens, vape carts, and flower in eighths, quarters, half ounces and full ounces. We offer weed delivery, pick-up, and express pick-up through our locker system if you pay ahead online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 40.91%,CBD: 0.27%,HYBRID,"Infused Prerolls, Just In!"
JEETER: BABY GRAPEFRUIT ROMULAN 2.5G INFUSED PRE ROLL 5PK,JEETER,$45   1124.0 milligrams,https://tymber-blaze-products.imgix.net/bd741add-15f9-4675-b244-8f2501c6aeea.jpg?auto=format&ixlib=react-9.8.1&h=300,"Romulan Grapefruit formerly known as Stinky was created by the Canadian breeder Next Generation Seed Co. after returning from Europe with nearly a decade of acquired breeding knowledge. The strain is a mix of Next Generation's Romulan and Grapefruit which combine to deliver an aroma of grapefruit and citrus that also carries over into the flavor. ------------------- Welcome to Wheelhouse marijuana dispensary located in Port Hueneme, California. Wheelhouse is not your average cannabis store, having been awarded in Ventura County four years in a row by the VC Reporter! Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We carry a variety of consumption styles and sizes including accessories, concentrates, edibles, drinks, tinctures, topicals, vape pens, vape carts, and flower in eighths, quarters, half ounces and full ounces. We offer weed delivery, pick-up, and express pick-up through our locker system if you pay ahead online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 44.96%,CBD: 0.13%,HYBRID,"Infused Prerolls, Just In!"
JEETER: BABY FIRE OG 2.5G INFUSED PREROLLS 5PK,JEETER,$45   1280.25 milligrams,https://tymber-blaze-products.imgix.net/240e5352-e007-4f07-b87b-1677f776f1eb.PNG?auto=format&ixlib=react-9.8.1&h=300,"Fire OG also known as ""Fire OG Kush "" is a indica-dominant hybrid marijuana strain made by crossing OG Kush and SFV OG Kush. This strain has an aroma similar to Lemon Pledge and has euphoric effects that are potent and long-lasting. Fire OG is one of the strongest OG strains and is a fan favorite among consumers who have a high THC tolerance. Fire OG gets its name from the frosty red hairs that make the strain appear to look like it is on fire. ------------------- Welcome to Wheelhouse marijuana dispensary located in Port Hueneme, California. Wheelhouse is not your average cannabis store, having been awarded in Ventura County four years in a row by the VC Reporter! Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We carry a variety of consumption styles and sizes including accessories, concentrates, edibles, drinks, tinctures, topicals, vape pens, vape carts, and flower in eighths, quarters, half ounces and full ounces. We offer weed delivery, pick-up, and express pick-up through our locker system if you pay ahead online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 51.21%,,HYBRID,"Infused Prerolls, Just In!"
GALAXY: LIL GRAPE SODA DIAMOND SAUCE INFUSED PRE-ROLL 5PK,GALAXY,$45   478.73 milligrams,https://tymber-blaze-products.imgix.net/IMG_6787-Large-7644285d-3f60-413c-9cf2-07747e8ebc99.jpeg?auto=format&ixlib=react-9.8.1&h=300,"A strong and fast-acting phenotype of Tahoe OG Kush Grape Soda by Taste Budz is an excellent evening strain. It provides an idle heavy-bodied sensation that frees you from worry. The sweet and pungent purple buds give this heady phenotype a very distinct look and flavor. Grape Soda features a pungent citrus aroma with notable grape notes on the palate. ------------------- Welcome to Wheelhouse marijuana dispensary located in Port Hueneme, California. Wheelhouse is not your average cannabis store, having been awarded in Ventura County four years in a row by the VC Reporter! Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We carry a variety of consumption styles and sizes including accessories, concentrates, edibles, drinks, tinctures, topicals, vape pens, vape carts, and flower in eighths, quarters, half ounces and full ounces. We offer weed delivery, pick-up, and express pick-up through our locker system if you pay ahead online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 47.87%,CBD: 0.13%,INDICA,"Infused Prerolls, Just In!"
