Product Name,Brand,Price,Picture,Description,THC content,CBD content,Flower type,Category
CALI HEIGHTS: PINK RUNTZ 1G DISPOSABLE,CALI HEIGHTS,$38   1.0 grams,https://tymber-blaze-products.imgix.net/10b24c4f-3c9b-4751-8fe8-b70cb1dcfb63.jpeg?auto=format&ixlib=react-9.8.1&h=300,"Pink Runtz is a hybrid marijuana strain and a phenotype of the original Runtz, which crosses Zkittlez with Gelato. The hype around this strain has been firmly established - and for good reason. Pink Runtz features an aroma that is sweet and fruity like candy. This strain produces uplifting effects that are known to be long-lasting. ---------------Welcome to Wheelhouse marijuana dispensary located in Ventura, California. Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We offer weed delivery, pick-up, and express pick-up through our locker system if you pay online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 91.8%,,HYBRID,"Vape Pens, Exclusive"
CALI HEIGHTS: FATSO 1G DISPOSABLE,CALI HEIGHTS,$38   1.0 grams,https://tymber-blaze-products.imgix.net/81b40999-96eb-4947-aca5-6f6a580d93d6-800x800-35b9d27c-e6da-497d-acef-14458b6ee8c1.jpeg?auto=format&ixlib=react-9.8.1&h=300,"Not for the faint of lungs, Fatso is a newer strain that caters to gas, Kush, and Cookies alike. This funky, fuel-tasting indica is high in THC and comes covered in trichomes, making it great for hash. Make sure you’re close to the couch for this one, you won’t want to get up. ---------------Welcome to Wheelhouse marijuana dispensary located in Ventura, California. Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We offer weed delivery, pick-up, and express pick-up through our locker system if you pay online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 91.5%,,INDICA,"Vape Pens, Exclusive"
CALI HEIGHTS: THE CALI WEDDING CAKE 1G DISPOSABLE,CALI HEIGHTS,$50   1.0 grams,https://tymber-blaze-products.imgix.net/02f4858e-beb1-4c16-9607-07aa1c28b27e-800x800-d148e6e4-6ee1-4234-9e20-7040193158cc.png?auto=format&ixlib=react-9.8.1&h=300,"Wedding Cake, also known as ""Triangle Mints #23 "" is a potent indica-hybrid marijuana strain made by crossing Triangle Kush with Animal Mints. Wedding Cake provides relaxing and euphoric effects that calm the body and mind. This strain features a rich and tangy flavor profile with undertones of earthy pepper. ---------------Welcome to Wheelhouse marijuana dispensary located in Ventura, California. Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We offer weed delivery, pick-up, and express pick-up through our locker system if you pay online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 95.2%,CBD: 3.1%,INDICA,"Vape Pens, Exclusive"
CALI HEIGHTS: THE CALI WATERMELON DREAMZ 1G DISPOSABLE,CALI HEIGHTS,$50   1.0 grams,https://tymber-blaze-products.imgix.net/36cd1284-3c9e-4fb3-bf6c-63179750b86a-800x800-a90b02f8-743c-4dab-ae99-0fde18e8fa00.jpeg?auto=format&ixlib=react-9.8.1&h=300,"Watermelon Dreamz (Watermelon Haze X Blue Dream) will kick your creativity into high gear. Clear your head with this potent strain so you can focus on all your best ideas. The taste is a fantastic blend of watermelon and berries, with a hint of fuel that keeps things interesting. Float off to deep relaxation with every inhale of Watermelon Dreamz. ---------------Welcome to Wheelhouse marijuana dispensary located in Ventura, California. Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We offer weed delivery, pick-up, and express pick-up through our locker system if you pay online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 89.2%,CBD: 0.1%,INDICA,"Vape Pens, Exclusive"
CALI HEIGHTS: THE CALI LUSY'S GIFT 1G DISPOSABLE,CALI HEIGHTS,$50   1.0 grams,https://tymber-blaze-products.imgix.net/IMG_7137-c6818233-71a6-465d-8793-9f5225c04312.jpg?auto=format&ixlib=react-9.8.1&h=300,"Lusy is a robust indica-dominant CBD-rich strain created from crossing Luca Brasi and LA Confidential. With this potent ratio, you can expect to feel an intense sense of wellbeing that isn’t overwhelmingly sedative. Also known for its mental stillness, Lucy pulls the handbrake on “monkey mind” and anxious thoughts. Utilize this strain later in the day to maximize its effects or simply as a supplementary anti-inflammatory that can assist with headaches and muscle pain.---------------Welcome to Wheelhouse marijuana dispensary located in Ventura, California. Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We offer weed delivery, pick-up, and express pick-up through our locker system if you pay online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 45.3%,CBD: 45.8%,,"Vape Pens, Exclusive"
CALI HEIGHTS: THE CALI GREEN CRACK 1G DISPOSABLE,CALI HEIGHTS,$50   1.0 grams,https://tymber-blaze-products.imgix.net/d7416ecf-43af-492c-905d-5d499b86b9f0-800x800-a909a129-5a10-43a0-b3e7-d02b36e9e4e3.png?auto=format&ixlib=react-9.8.1&h=300,"Green Crack, also known as ""Green Crush"" and ""Mango Crack "" is a potent sativa marijuana strain made by crossing Skunk #1 with an unknown indica. This strain is beloved by many consumers for its energizing effects. But don’t let the name fool you: this is pure cannabis. Few strains compare to Green Crack’s sharp energy and focus as it induces an invigorating mental buzz that keeps you going throughout the day. ---------------Welcome to Wheelhouse marijuana dispensary located in Ventura, California. Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We offer weed delivery, pick-up, and express pick-up through our locker system if you pay online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 94.8%,CBD: 3.3%,SATIVA,"Vape Pens, Exclusive"
CALI HEIGHTS: THE CALI CHUNKY MONKEY 1G DISPOSABLE,CALI HEIGHTS,$50   1.0 grams,https://tymber-blaze-products.imgix.net/ca1df7c1-94de-4160-83f7-e2727698b3ee-800x800-2c2717ea-0b64-4519-afad-cb8996aef3ca.png?auto=format&ixlib=react-9.8.1&h=300,"Chunky Monkey is a hybrid weed strain. Reviewers on Leafly say this strain makes them feel tingly, aroused, and hungry.---------------Welcome to Wheelhouse marijuana dispensary located in Ventura, California. Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We offer weed delivery, pick-up, and express pick-up through our locker system if you pay online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 95.6%,CBD: 0.1%,HYBRID,"Vape Pens, Exclusive"
CALI HEIGHTS: SUPER LEMON HAZE 1G DISPOSABLE,CALI HEIGHTS,$38   1.0 grams,https://tymber-blaze-products.imgix.net/3ef8fbad-94f7-4c9f-ab55-c34933daf89e.jpeg?auto=format&ixlib=react-9.8.1&h=300,"Pink Runtz - tart and sweet like lemonheads candy - not quite as sharp as one might expect. The effects are uniquely energetic and lively, may not be the best strain for those of us that are naturally wound-up tight. ---------------Welcome to Wheelhouse marijuana dispensary located in Ventura, California. Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We offer weed delivery, pick-up, and express pick-up through our locker system if you pay online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 92.4%,,SATIVA,"Vape Pens, Exclusive"
LIIIL STIIIZY: BLUE DREAM .5G DISPOSABLE,STIIIZY,$35   0.5 grams,https://tymber-blaze-products.imgix.net/8688ae7d-d334-4bff-9538-0cb0eeca85e7.jpg?auto=format&ixlib=react-9.8.1&h=300,"Blue Dream is a slightly sativa dominant hybrid (60% sativa/40% indica) strain that is a potent cross between the hugely popular Blueberry X Haze strains. This infamous bud boasts a moderately high THC level that ranges from 17-24% on average and a myriad of both indica and sativa effects. ---------------Welcome to Wheelhouse marijuana dispensary located in Ventura, California. Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We offer weed delivery, pick-up, and express pick-up through our locker system if you pay online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 91.35%,,SATIVA,"Vape Pens, Just In!"
GELATO: MOWIE WOWIE 1G LIVE RESIN DISPOSABLE,GELATO,$50   1.0 grams,https://tymber-blaze-products.imgix.net/52717a23-2194-492b-bdf0-7725c887b2a4.jpeg?auto=format&ixlib=react-9.8.1&h=300,"Maui Wowie, also known as ""Maui Waui"" and ""Mowie Wowie "" is a classic sativa marijuana strain made from a cross of Hawaiian and another strain that remains unknown. Since its beginnings in the island’s volcanic soil, Maui Wowie has spread across the world to bless us with its sweet pineapple flavors and high-energy euphoria. Lightweight effects allow your mind to drift away to creative escapes, while Maui Wowie’s motivating, active effects may be all you need to get outside and enjoy the sun. This tall, lanky strain is best suited for cultivation in warm, tropical climates that mirror its homeland, but a bright environment and nutrient-rich soil are typically adequate for indoor growing., ---------------Welcome to Wheelhouse marijuana dispensary located in Ventura, California. Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We offer weed delivery, pick-up, and express pick-up through our locker system if you pay online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 92.0%,,SATIVA,"Vape Pens, New, Just In!"
CALI HEIGHTS: SKYWALKER 1G DISPOSABLE,CALI HEIGHTS,$38   1.0 grams,https://tymber-blaze-products.imgix.net/10b24c4f-3c9b-4751-8fe8-b70cb1dcfb63-800x800-b5f2f165-5f37-4c5d-b21d-da438ba7984f.jpeg?auto=format&ixlib=react-9.8.1&h=300,"Skywalker us an indica-dominant hybrid cross of Mazar, Blueberry, and OG Kush. This strain has notes of sweet, citrus hops, and a spicy peppery finish. It offers mellow, euphoric effects, and heightened awareness and creativity. Perfect for a mellow, creative afternoon or playing video games, Skywalker is known to be uplifting yet relaxing. ---------------Welcome to Wheelhouse marijuana dispensary located in Ventura, California. Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We offer weed delivery, pick-up, and express pick-up through our locker system if you pay online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 93.2%,,HYBRID,Vape Pens
CALI HEIGHTS: LEMON CHERRY GELATO 1G DISPOSABLE,CALI HEIGHTS,$38   1.0 grams,https://tymber-blaze-products.imgix.net/Cali-Heights-Indica-1g-Dispo-1024x1024-963f541c-5fda-4423-b1aa-1468931b6ab5.jpeg?auto=format&ixlib=react-9.8.1&h=300,"Lemon Cherry Gelato is a slightly indica dominant hybrid weed strain created through crossing the infamous Sunset Sherbet X Girl Scout Cookies X another unknown strain. The perfect tasty bud for any relaxed night spent at home, Lemon Cherry Gelato brings on an amazing flavor and effects that will leave you in pure bliss. This bud has a taste much like its name suggests – sour lemons plus rich cherries and berries! Th aroma is just as delightful, with a sour citrusy overtone accented by fresh berries and raspberries and just a hint of earthy pine. The Lemon Cherry Gelato high isn't quite as vibrant, with soothing effects that will have you feeling kicked back and at ease. ---------------Welcome to Wheelhouse marijuana dispensary located in Ventura, California. Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We offer weed delivery, pick-up, and express pick-up through our locker system if you pay online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 93.3%,,INDICA,"Vape Pens, New, Just In!"
CALI HEIGHTS: XJ-13 1G DISPOSABLE,CALI HEIGHTS,$38   1.0 grams,https://tymber-blaze-products.imgix.net/40b247dd-7e11-43cf-8548-049b0f8f546b-aa7ac3af-8e00-4e07-aa7f-39c21994800c.jpeg?auto=format&ixlib=react-9.8.1&h=300,"XJ-13, also known as ""XJ13"" and ""XK Thirteen,"" is a sativa-dominant hybrid weed strain made by crossing Jack Herer and G13 Haze. This strain is cherished for its therapeutic potency and enjoyable euphoric buzz. The effects of XJ-13 produce unencumbered cerebral effects that are perfect for stimulating creativity and conversation. As if we needed another reason to love this strain, XJ-13 consistently exhibits a strong citrus aroma accented by notes of earthy pine. Novice consumers looking for an easy, paranoia-free experience can depend on the effects of XJ-13 as a surefire way to relieve stress and mood-related symptoms. ---------------Welcome to Wheelhouse marijuana dispensary located in Ventura, California. Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We offer weed delivery, pick-up, and express pick-up through our locker system if you pay online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 93.8%,,SATIVA,"Vape Pens, Exclusive, Just In!, New"
BLOOM: G'S LEMONADE LIVE ROSIN DISPOSABLE .5G,BLOOM,$55   386.52 milligrams,https://tymber-blaze-products.imgix.net/1e43a152-f84f-4022-a2c6-0c66c86e9e70_e67002b5-e3a6-4a44-a24e-e947d4e458e7_null_14-08-23-12-43-31-43dad28b-47c2-4a20-8393-9bfb1de845b6.jpeg?auto=format&ixlib=react-9.8.1&h=300,"This strain is as refreshing as lemonade on a hot summer day. G’s lemonade is a sativa strain producing an overall easy and uplifting high, great for daytime activities or a casual night socializing. And offers a unique flavor profile starting with warm earthy tones, followed by tart citrus and gas.---------------Welcome to Wheelhouse marijuana dispensary located in Ventura, California. Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We offer weed delivery, pick-up, and express pick-up through our locker system if you pay online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 386.52MG,,,"Vape Pens, Just In!, New"
DOMPEN: CBD 1:1 MOROCCAN MINT 1G DISPOSABLE,DOMPEN,$40   1.0 grams,https://tymber-blaze-products.imgix.net/1692030658-1g_dompen_1-1_productshot-8260abdf-32d8-48ff-a4e6-122058b1970f.jpg?auto=format&ixlib=react-9.8.1&h=300,"This 1:1 disposable has a floral aroma, a perfumed flavor, and a balanced ratio of cannabinoids. The THC-CBD combo helps to ease worries and relax tensions, so you could use this when any occasion desires a refresh of the mood. It can help you shift from gym time to the post-workout unwind in no time, and the refreshing flavor is a nice touch. ---------------Welcome to Wheelhouse marijuana dispensary located in Ventura, California. Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We offer weed delivery, pick-up, and express pick-up through our locker system if you pay online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 42.0%,CBD: 41.0%,,"Vape Pens, Just In!"
DOMPEN: CBD 12:1 CHAMOMILE 1G DISPOSABLE,DOMPEN,$40   1.0 grams,https://tymber-blaze-products.imgix.net/IMG_3539-Large-80ce104a-5e86-4911-a0c1-e8259484b0e0.jpeg?auto=format&ixlib=react-9.8.1&h=300,"This soothing, CBD-rich, low-THC formula complemented by the calming effects of earthy and aromatic Egyptian chamomile, is a perfect option for those looking to ease into the psychoactive effects of THC. The triple distilled oil contains 12 parts CBD and one part THC. This all-in-one vaporizer comes pre-filled and pre-charged is ideal for effective and discreet use. ---------------Welcome to Wheelhouse marijuana dispensary located in Ventura, California. Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We offer weed delivery, pick-up, and express pick-up through our locker system if you pay online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 5.0%,CBD: 60.0%,,"Vape Pens, Just In!"
FLAV: TROPICAL TRAINWRECK 1G DISPOSABLE,FLAV,$45   1.0 grams,https://tymber-blaze-products.imgix.net/f713caa3-fd5a-4d82-9ac1-1640a2f886df.jpeg?auto=format&ixlib=react-9.8.1&h=300,"Tropical Trainwreck is a Hybrid bred from Pineapple Express and Trainwreck. Tropical Trainwreck brilliantly mixes earthy aromas with fruit scents. It tastes how you'd expect pineapple but with notes of sweet fruit. Tropical Trainwreck is a great long-lasting and potent option for those looking for a mellow buzz. ---------------Welcome to Wheelhouse marijuana dispensary located in Ventura, California. Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We offer weed delivery, pick-up, and express pick-up through our locker system if you pay online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 90.51%,CBD: 9.4MG,HYBRID,"Vape Pens, Just In!"
FLAV: CACTUS COOLER HAZE 1G DISPOSABLE,FLAV,$45   1.0 grams,https://tymber-blaze-products.imgix.net/168db846-f220-41cc-9e15-502934180aee.jpeg?auto=format&ixlib=react-9.8.1&h=300,"Cactus Cooler is a sativa-dominant strain that's said to be a cross between Blue Dream and OG Kush. The sativa in Cactus Cooler lends an upbeat cerebral kick to help you stay focused and productive throughout the day, while the OG boosts the senses with buzzing euphoria. With notes of sharp lemon and sweet wildflowers, Cactus Cooler takes after both parents in its fragrance. ---------------Welcome to Wheelhouse marijuana dispensary located in Ventura, California. Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We offer weed delivery, pick-up, and express pick-up through our locker system if you pay online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 94.8%,,HYBRID,"Vape Pens, Just In!"
CONNECTED: NIGHTSHADE 1G LIVE RESIN DISPOSABLE,CONNECTED,$60   1.0 grams,https://tymber-blaze-products.imgix.net/IMG_7565-Large-9d6e5a5c-9aa1-4502-9f31-2e9f8ec3c106.jpeg?auto=format&ixlib=react-9.8.1&h=300,"Nightshade is an Indica-leaning hybrid that’s powerful without being paralyzing. With notes of earthy, sweet, and gassy flavors mixed into one, this strain is a powerhouse combination of everything we love. Between the overall terpene profile and its cannabinoid blend, Nightshade is the one that everyone wants. | Indica Dominant Hybrid | Lineage: Proprietary | Prominent terpenes: D-Limonene, β-Caryophyllene, Linalool --------------Welcome to Wheelhouse marijuana dispensary located in Port Hueneme, California. Wheelhouse is not your average cannabis store, having been awarded in Ventura County four years in a row by the VC Reporter! Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We offer weed delivery, pick-up, and express pick-up through our locker system if you pay online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 77.28%,,INDICA,"Vape Pens, New, Just In!"
LIIIL STIIIZY: WHITE RASPBERRY 0.5G DISPOSABLE,STIIIZY,$35   0.5 grams,https://tymber-blaze-products.imgix.net/463428e0-a9ba-4fbc-b072-cc7b9f92f78b.jpg?auto=format&ixlib=react-9.8.1&h=300,"White Berry also known as ""White Raspberry "" is a versatile indica marijuana strain that produces calming effects while giving users an extra pep in their step. When White Berry is consumed in higher quantities the typical result is a sativa head high effect with an indica-style body high. Those who smoke White Berry also say it makes them feel creative happy. White Berry is made by crossing Blueberry with White Widow. ---------------Welcome to Wheelhouse marijuana dispensary located in Ventura, California. Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We offer weed delivery, pick-up, and express pick-up through our locker system if you pay online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 92.3%,,INDICA,"Vape Pens, Just In!"
LIIIL STIIIZY: STRAWBERRY COUGH .5G DISP,STIIIZY,$35   0.5 grams,https://tymber-blaze-products.imgix.net/9466dac5-765a-4947-9ea7-f72a5894d60b.jpg?auto=format&ixlib=react-9.8.1&h=300,"Taste Sweet Strawberry Fruity Feeling Creative Energizing Euphoric Facts A cross between Strawberry Field and Haze. Strawberry Cough brings a thoughtful and energetic high that is perfect for conversation reading or working. ---------------Welcome to Wheelhouse marijuana dispensary located in Ventura, California. Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We offer weed delivery, pick-up, and express pick-up through our locker system if you pay online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 92.6%,,SATIVA,Vape Pens
LIIIL STIIIZY: PINEAPPLE EXPRESS .5G DISPOSABLE,STIIIZY,$35   0.5 grams,https://tymber-blaze-products.imgix.net/8eaf6641-e828-40d4-a023-a6a0e6b13be3.jpg?auto=format&ixlib=react-9.8.1&h=300,"Pineapple Express combines the potent and flavorful forces of parent strains Trainwreck and Hawaiian. The smell is likened to fresh apple and mango with a taste of pineapple pine and cedar. This hard-hitting hybrid provides a long-lasting energetic buzz perfect for productive afternoons and creative escapes. ---------------Welcome to Wheelhouse marijuana dispensary located in Ventura, California. Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We offer weed delivery, pick-up, and express pick-up through our locker system if you pay online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 90.85%,,HYBRID,"Vape Pens, Just In!"
LIIIL STIIIZY: KING LOUIS XIII .5G DISPOSABLE,STIIIZY,$35   0.5 grams,https://tymber-blaze-products.imgix.net/43b644f4-9882-4932-bebf-d830232d0bc0.jpeg?auto=format&ixlib=react-9.8.1&h=300,"86.33% THC.|King Louis XIII might be most famous for making wigs on men de rigeur for the French aristocracy, but in Southern California the name will bring to mind a popular indica-dominant strain. This strain announces itself as many people did in the 1600s: by its smell. The difference is this monarch’s odor is one that’s meant to be enjoyed|its dense nugs have an overwhelmingly piney smell with an earthy musk that will have you thinking of your last forest adventure. Bred in part from OG Kush, Louis XIII has a very similar spicy kush aroma. ---------------Welcome to Wheelhouse marijuana dispensary located in Ventura, California. Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We offer weed delivery, pick-up, and express pick-up through our locker system if you pay online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 90.27%,,INDICA,Vape Pens
LIIIL STIIIZY: BLUE BURST .5G DISPOSABLE,STIIIZY,$35   0.5 grams,https://tymber-blaze-products.imgix.net/6f816a4a-f360-4765-a276-6a1c7ff88b2b.jpg?auto=format&ixlib=react-9.8.1&h=300,"Blue Burst is an indica dominant hybrid strain (80% indica/20% sativa) created through crossing the gorgeous Purple Thai X Afghan strains. Named for its delicious flavor and gorgeous appearance Blue Burst is the perfect bud for any indica lover. ---------------Welcome to Wheelhouse marijuana dispensary located in Ventura, California. Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We offer weed delivery, pick-up, and express pick-up through our locker system if you pay online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 90.46%,,HYBRID,"Vape Pens, Just In!"
GELATO: SMORES 1G DISPOSABLE,GELATO,$50   1.0 grams,https://tymber-blaze-products.imgix.net/7d481f51-9d9d-4a5e-8408-bc20cbc2a265.jpeg?auto=format&ixlib=react-9.8.1&h=300,"S'mores also stylized as Smores or S'morez is a hybrid weed strain made from a genetic cross between Pink Panther and Stardawg. S'mores is typically an ideal choice for beginner cannabis consumers. S'mores effects include sleepy relaxed and happy. Bred by Virgin Seeds S'mores features flavors like coffee tobacco and sweet. The dominant terpene of this strain is caryophyllene---------------Welcome to Wheelhouse marijuana dispensary located in Ventura, California. Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We offer weed delivery, pick-up, and express pick-up through our locker system if you pay online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 92.0%,,HYBRID,"Vape Pens, Just In!"
GELATO: LEMON CHEESECAKE 1G DISPOSABLE,GELATO,$50   1.0 grams,https://tymber-blaze-products.imgix.net/cb02cd92-1330-4980-844b-6f52ccdb87c8.jpeg?auto=format&ixlib=react-9.8.1&h=300,"Lemon Cheesecake also known as ""Lemon Cheese "" is a hybrid marijuana strain. Fragrant and unique Lemon Cheesecake is the result of a cross between Lemon Skunk and Cheese. Its buds put off a powerful musky earthy and skunky aroma while the flavor profile comes across a bit skunky with a sweet creamy lemon flavor. Lemon Cheesecakes colas are coated in trichomes that nearly swallow fan leaves as they swell into dense buds. The high can be cerebral and uplifting making this a great strain for creative activities. ---------------Welcome to Wheelhouse marijuana dispensary located in Ventura, California. Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We offer weed delivery, pick-up, and express pick-up through our locker system if you pay online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 92.0%,,SATIVA,"Vape Pens, Just In!"
GELATO: HEADBAND 1G DISPOSABLE,GELATO,$50   1.0 grams,https://tymber-blaze-products.imgix.net/53e9345b-0a7c-477d-af66-e3b55ece394b.jpeg?auto=format&ixlib=react-9.8.1&h=300,"Headband also known as simply ""HB "" is a hybrid marijuana strain and love-child of cannabis' power couple OG Kush and Sour Diesel. The smooth creamy smoke is accented by flavors of lemons and diesel. Many report that the effects create a slight pressure around the crown of their head and feels as though they are wearing a headband. The effects have been known to come on slow so pace yourself with this potent hybrid. ---------------Welcome to Wheelhouse marijuana dispensary located in Ventura, California. Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We offer weed delivery, pick-up, and express pick-up through our locker system if you pay online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 92.0%,,HYBRID,"Vape Pens, Just In!"
GELATO: G-13 1G DISPOSABLE,GELATO,$50   1.0 grams,https://tymber-blaze-products.imgix.net/62799212-4087-4aa6-aeb7-f6b2dced5745.jpeg?auto=format&ixlib=react-9.8.1&h=300,"G13 also known as ""G-13"" and ""G Thirteen "" is a potent indica marijuana strain and is the subject of many urban legends. According to some accounts the CIA FBI and other agencies gathered the best strains of marijuana from breeders all over the world. At a super-secret installation at the University of Mississippi they bred many new super hybrids in the late 1960s. Allegedly a single cutting of this plant was liberated by an unnamed technician and bred for the masses. Although the legends are probably not true G13 delivers effects like no other. If you have the opportunity definitely partake in this strain. ---------------Welcome to Wheelhouse marijuana dispensary located in Ventura, California. Wheelhouse carries a variety of well-known brands such as Stiiizy, Raw Garden, and Papa & Barkley. In addition, we've cultivated exclusive relationships with smaller premium brands. This page contains just one of our hundreds of weed products! We offer weed delivery, pick-up, and express pick-up through our locker system if you pay online! Come see what Wheelhouse cannabis dispensary is all about!",THC: 92.0%,,INDICA,"Vape Pens, Just In!"
